gene_family,class,gene_length,Ls,Ls_keep,pi_s,thetaW_s,n_median,seg_s_sites,number_genomes
g007185,4fold,3327,527,63,0.0158730158730159,0.0158730158730159,2,1,2
g007185,2fold,3327,473,61,0,0,2,0,2
g007188,4fold,3267,541,82,0,0,3,0,3
g007188,2fold,3267,464,58,0,0,3,0,3
g007196,4fold,3078,587,68,0.0882352941176471,0.0882352941176471,2,6,2
g007196,2fold,3078,338,55,0.0363636363636364,0.0363636363636364,2,2,2
g007198,4fold,8583,1462,70,0,0,2,0,2
g007198,2fold,8583,1116,59,0,0,2,0,2
g007203,4fold,2100,362,78,0.00560897435897436,0.0222841136778269,32,7,32
g007203,2fold,2100,259,58,0.0021551724137931,0.00856236880231774,32,2,32
g007208,4fold,2082,386,71,0,0,4,0,4
g007208,2fold,2082,239,60,0,0,4,0,4
g007209,4fold,2079,286,56,0.0178571428571429,0.0178571428571429,2,1,2
g007209,2fold,2079,296,65,0,0,2,0,2
g007210,4fold,2079,360,67,0,0,2,0,2
g007210,2fold,2079,264,56,0,0,2,0,2
g007223,4fold,2190,338,73,0,0,4,0,4
g007223,2fold,2190,330,73,0,0,4,0,4
g007224,4fold,2175,278,50,0,0,4,0,4
g007224,2fold,2175,362,77,0,0,4,0,4
g007225,4fold,2172,300,62,0,0,2,0,2
g007225,2fold,2172,340,50,0,0,2,0,2
g007226,4fold,2172,260,59,0,0,3,0,3
g007226,2fold,2172,371,78,0.00854700854700855,0.00854700854700855,3,1,3
g007228,4fold,2169,286,53,0.00754716981132075,0.00905660377358491,5,1,5
g007228,2fold,2169,344,61,0,0,5,0,5
g007229,4fold,2169,288,65,0,0,5,0,5
g007229,2fold,2169,355,76,0,0,5,0,5
g007230,4fold,2166,292,71,0,0,2,0,2
g007230,2fold,2166,350,64,0,0,2,0,2
g007231,4fold,2166,276,49,0,0,6,0,6
g007231,2fold,2166,359,83,0,0,6,0,6
g007232,4fold,2166,272,54,0,0,5,0,5
g007232,2fold,2166,365,89,0,0,5,0,5
g007233,4fold,2166,276,53,0.0125786163522013,0.0125786163522013,3,1,3
g007233,2fold,2166,367,69,0,0,3,0,3
g007234,4fold,2163,296,52,0,0,4,0,4
g007234,2fold,2163,343,77,0,0,4,0,4
g007235,4fold,2163,280,61,0.0163934426229508,0.0163934426229508,2,1,2
g007235,2fold,2163,365,74,0,0,2,0,2
g007237,4fold,2160,350,69,0,0,6,0,6
g007237,2fold,2160,311,58,0,0,6,0,6
g007238,4fold,2160,284,54,0,0,3,0,3
g007238,2fold,2160,355,62,0,0,3,0,3
g007239,4fold,2157,291,68,0,0,3,0,3
g007239,2fold,2157,349,68,0,0,3,0,3
g007240,4fold,2157,272,68,0,0,4,0,4
g007240,2fold,2157,365,89,0,0,4,0,4
g007241,4fold,2151,275,55,0,0,2,0,2
g007241,2fold,2151,359,64,0,0,2,0,2
g007243,4fold,2145,266,59,0,0,5,0,5
g007243,2fold,2145,360,78,0,0,5,0,5
g007244,4fold,2145,327,68,0.102941176470588,0.102941176470588,2,7,2
g007244,2fold,2145,305,60,0.05,0.05,2,3,2
g007246,4fold,2223,343,77,0,0,6,0,6
g007246,2fold,2223,324,50,0,0,6,0,6
g007253,4fold,2256,401,78,0.0384615384615385,0.0384615384615385,2,3,2
g007253,2fold,2256,281,45,0.0222222222222222,0.0222222222222222,2,1,2
g007256,4fold,2244,257,55,0,0,2,0,2
g007256,2fold,2244,412,87,0.0229885057471264,0.0229885057471264,2,2,2
g007261_1,4fold,1962,355,79,0,0,2,0,2
g007261_1,2fold,1962,241,69,0,0,2,0,2
g007262,4fold,2217,208,45,0,0,2,0,2
g007262,2fold,2217,436,81,0,0,2,0,2
g007270,4fold,1962,324,69,0,0,54,0,54
g007270,2fold,1962,280,56,0,0,54,0,54
g007273,4fold,1953,357,68,0,0,2,0,2
g007273,2fold,1953,220,43,0,0,2,0,2
g007274,4fold,1950,245,51,0.0392156862745098,0.0392156862745098,2,2,2
g007274,2fold,1950,322,59,0,0,2,0,2
g007275,4fold,1947,199,38,0.0175438596491228,0.0143540669856459,4,1,4
g007275,2fold,1947,367,82,0.016260162601626,0.0133037694013304,4,2,4
g007283,4fold,1911,344,82,0.048780487804878,0.0585365853658537,5,10,5
g007283,2fold,1911,229,44,0.00909090909090909,0.0109090909090909,5,1,5
g007284,4fold,1911,256,60,0,0,2,0,2
g007284,2fold,1911,306,76,0,0,2,0,2
g007286,4fold,1908,301,74,0,0,17,0,17
g007286,2fold,1908,229,47,0,0,17,0,17
g007287,4fold,1992,247,55,0.0181818181818182,0.0181818181818182,2,1,2
g007287,2fold,1992,226,37,0,0,2,0,2
g007288,4fold,1899,255,48,0.0208333333333333,0.0208333333333333,2,1,2
g007288,2fold,1899,307,62,0,0,2,0,2
g007289,4fold,1884,305,61,0.0983606557377049,0.0983606557377049,2,6,2
g007289,2fold,1884,227,48,0.0208333333333333,0.0208333333333333,2,1,2
g007291,4fold,1701,189,55,0.0242424242424242,0.0242424242424242,3,2,3
g007291,2fold,1701,135,39,0,0,3,0,3
g007292,4fold,1683,280,82,0.0439024390243902,0.0480683638953178,6,9,6
g007292,2fold,1683,214,63,0.0465608465608466,0.048661800486618,6,7,6
g007295,4fold,1677,314,77,0,0,3,0,3
g007295,2fold,1677,193,45,0,0,3,0,3
g007298,4fold,1668,306,93,0.00716845878136201,0.00586510263929619,4,1,4
g007298,2fold,1668,194,58,0,0,4,0,4
g007303,4fold,1650,191,58,0.0114942528735632,0.0114942528735632,3,1,3
g007303,2fold,1650,292,78,0.0256410256410256,0.0256410256410256,3,3,3
g007304,4fold,1866,290,71,0,0,54,0,54
g007304,2fold,1866,275,67,0,0,54,0,54
g007308,4fold,1845,341,79,0.00632911392405063,0.00690448791714615,4,1,4
g007308,2fold,1845,215,49,0,0,4,0,4
g007309,4fold,1842,202,42,0,0,5,0,5
g007309,2fold,1842,334,78,0.00512820512820513,0.00615384615384615,5,1,5
g007310,4fold,1833,257,62,0.0645161290322581,0.0645161290322581,2,4,2
g007310,2fold,1833,298,63,0.0158730158730159,0.0158730158730159,2,1,2
g007313,4fold,1821,184,44,0,0,2,0,2
g007313,2fold,1821,350,75,0.0133333333333333,0.0133333333333333,2,1,2
g007316,4fold,1806,229,62,0.0161290322580645,0.0161290322580645,2,1,2
g007316,2fold,1806,316,75,0,0,2,0,2
g007320,4fold,1782,311,83,0.0160642570281124,0.0131434830230011,4,2,4
g007320,2fold,1782,215,48,0,0,4,0,4
g007321,4fold,1770,216,62,0,0,6,0,6
g007321,2fold,1770,295,69,0,0,6,0,6
g007323,4fold,1770,281,68,0,0,4,0,4
g007323,2fold,1770,243,55,0,0,4,0,4
g007324,4fold,1764,178,51,0,0,4,0,4
g007324,2fold,1764,346,79,0,0,4,0,4
g007325,4fold,1764,180,33,0.0202020202020202,0.0202020202020202,3,1,3
g007325,2fold,1764,331,78,0.00854700854700855,0.00854700854700855,3,1,3
g007326,4fold,1758,213,60,0.0166666666666667,0.0166666666666667,2,1,2
g007326,2fold,1758,283,64,0.015625,0.015625,2,1,2
g007329,4fold,1749,220,55,0,0,3,0,3
g007329,2fold,1749,298,71,0,0,3,0,3
g007330,4fold,1749,216,64,0.015625,0.015625,2,1,2
g007330,2fold,1749,302,75,0,0,2,0,2
g007333,4fold,1740,204,50,0,0,5,0,5
g007333,2fold,1740,298,73,0,0,5,0,5
g007334,4fold,1731,282,67,0.104477611940299,0.104477611940299,2,7,2
g007334,2fold,1731,214,45,0.0444444444444444,0.0444444444444444,2,2,2
g007340,4fold,1647,147,47,0.0141843971631206,0.0141843971631206,3,1,3
g007340,2fold,1647,329,104,0.0256410256410256,0.0256410256410256,3,4,3
g007344,4fold,1635,208,43,0,0,6,0,6
g007344,2fold,1635,268,77,0,0,6,0,6
g007348,4fold,1623,285,72,0,0,31,0,31
g007348,2fold,1623,212,62,0,0,31,0,31
g007350,4fold,1614,267,62,0.0967741935483871,0.0967741935483871,2,6,2
g007350,2fold,1614,211,52,0.0192307692307692,0.0192307692307692,2,1,2
g007353,4fold,1431,189,57,0.0175438596491228,0.0175438596491228,2,1,2
g007353,2fold,1431,220,55,0,0,2,0,2
g007354,4fold,1431,181,47,0.0212765957446809,0.0212765957446809,2,1,2
g007354,2fold,1431,225,63,0,0,2,0,2
g007355,4fold,1428,189,69,0,0,16,0,16
g007355,2fold,1428,209,65,0,0,16,0,16
g007356,4fold,1428,184,46,0,0,2,0,2
g007356,2fold,1428,213,59,0,0,2,0,2
g007357,4fold,1428,178,44,0,0,2,0,2
g007357,2fold,1428,224,69,0,0,2,0,2
g007358,4fold,1428,204,61,0.00655737704918032,0.00786885245901639,5,1,5
g007358,2fold,1428,195,65,0.00923076923076923,0.00738461538461538,5,1,5
g007359,4fold,1428,181,62,0,0,3,0,3
g007359,2fold,1428,220,68,0,0,3,0,3
g007363,4fold,1422,244,61,0.00922131147540984,0.0366357091377857,32,9,32
g007363,2fold,1422,180,57,0.0043859649122807,0.0174251715976993,32,4,32
g007364,4fold,1422,186,55,0,0,4,0,4
g007364,2fold,1422,220,73,0,0,4,0,4
g007365,4fold,1422,201,71,0.0422535211267606,0.0422535211267606,2,3,2
g007365,2fold,1422,123,38,0,0,2,0,2
g007366,4fold,1419,217,65,0.0205128205128205,0.0205128205128205,3,2,3
g007366,2fold,1419,197,57,0.0233918128654971,0.0233918128654971,3,2,3
g007367,4fold,1419,182,57,0,0,2,0,2
g007367,2fold,1419,215,66,0,0,2,0,2
g007368,4fold,1416,234,68,0,0,4,0,4
g007368,2fold,1416,196,56,0,0,4,0,4
g007369,4fold,1416,214,50,0.04,0.04,3,3,3
g007369,2fold,1416,192,50,0.0266666666666667,0.0266666666666667,3,2,3
g007370,4fold,1416,220,69,0.0177133655394525,0.0159972576129806,9,3,9
g007370,2fold,1416,197,63,0,0,9,0,9
g007371,4fold,1416,226,62,0,0,2,0,2
g007371,2fold,1416,195,53,0,0,2,0,2
g007375,4fold,1404,170,61,0.0327868852459016,0.0327868852459016,2,2,2
g007375,2fold,1404,237,72,0.0277777777777778,0.0277777777777778,2,2,2
g007377,4fold,1401,183,58,0,0,3,0,3
g007377,2fold,1401,201,66,0,0,3,0,3
g007380,4fold,1401,215,74,0,0,3,0,4
g007380,2fold,1401,205,70,0,0,3,0,4
g007382,4fold,1398,199,66,0,0,5,0,5
g007382,2fold,1398,195,65,0,0,5,0,5
g007383,4fold,1398,193,66,0,0,4,0,4
g007383,2fold,1398,198,52,0,0,4,0,4
g007384,4fold,1398,194,64,0,0,6,0,6
g007384,2fold,1398,200,70,0,0,6,0,6
g007385,4fold,1398,175,73,0.125861353258614,0.131946464678315,11,28,11
g007385,2fold,1398,199,66,0.0359963269054178,0.0367594832685859,11,7,11
g007387,4fold,1473,225,72,0,0,6,0,6
g007387,2fold,1473,205,63,0,0,6,0,6
g007389,4fold,1470,214,52,0,0,2,0,2
g007389,2fold,1470,221,81,0,0,2,0,2
g007390,4fold,1467,265,80,0.0375,0.0375,2,3,2
g007390,2fold,1467,184,53,0.0188679245283019,0.0188679245283019,2,1,2
g007391,4fold,1467,203,73,0,0,9,0,9
g007391,2fold,1467,209,61,0,0,9,0,9
g007392,4fold,1572,208,58,0.149425287356322,0.149425287356322,3,13,3
g007392,2fold,1572,223,68,0.0686274509803922,0.0686274509803922,3,7,3
g007393,4fold,1458,140,38,0,0,2,0,2
g007393,2fold,1458,271,77,0.012987012987013,0.012987012987013,2,1,2
g007395,4fold,1458,152,45,0.0222222222222222,0.0222222222222222,2,1,2
g007395,2fold,1458,212,48,0,0,2,0,2
g007397,4fold,1452,206,57,0,0,2,0,2
g007397,2fold,1452,196,61,0,0,2,0,2
g007398,4fold,1449,231,76,0.0131578947368421,0.0143540669856459,4,2,4
g007398,2fold,1449,190,57,0.0116959064327485,0.00956937799043062,4,1,4
g007401,4fold,1434,191,57,0.00623781676413255,0.00620150460314062,10,1,10
g007401,2fold,1434,206,70,0,0,10,0,10
g007403,4fold,1395,181,65,0.0153846153846154,0.0147692307692308,5,2,5
g007403,2fold,1395,199,61,0,0,5,0,5
g007404,4fold,1395,225,71,0.028169014084507,0.028169014084507,3,3,3
g007404,2fold,1395,157,53,0.0125786163522013,0.0125786163522013,3,1,3
g007405,4fold,1392,187,60,0,0,5,0,5
g007405,2fold,1392,201,56,0,0,5,0,5
g007406,4fold,1392,229,69,0.0144927536231884,0.0144927536231884,2,1,2
g007406,2fold,1392,173,58,0,0,2,0,2
g007409,4fold,1389,229,73,0,0,10,0,10
g007409,2fold,1389,153,51,0,0,10,0,10
g007411,4fold,1383,213,58,0,0,2,0,2
g007411,2fold,1383,204,50,0,0,2,0,2
g007412,4fold,1380,218,77,0,0,9,0,9
g007412,2fold,1380,194,56,0.00694444444444444,0.00657030223390276,9,1,9
g007413,4fold,1377,184,59,0,0,4,0,4
g007413,2fold,1377,221,54,0,0,4,0,4
g007414,4fold,1377,232,74,0,0,5,0,5
g007414,2fold,1377,156,53,0,0,5,0,5
g007415,4fold,1374,116,28,0,0,8,0,8
g007415,2fold,1374,280,92,0,0,8,0,8
g007416,4fold,1374,206,63,0,0,2,0,2
g007416,2fold,1374,204,70,0,0,2,0,2
g007417,4fold,1374,186,56,0,0,4,0,4
g007417,2fold,1374,229,75,0,0,4,0,4
g007418,4fold,1374,145,38,0,0,2,0,2
g007418,2fold,1374,260,86,0,0,2,0,2
g007419,4fold,1371,187,60,0,0,7,0,7
g007419,2fold,1371,226,72,0,0,7,0,7
g007420,4fold,1371,131,35,0.019047619047619,0.019047619047619,3,1,3
g007420,2fold,1371,280,96,0.0208333333333333,0.0208333333333333,3,3,3
g007421,4fold,1368,163,62,0,0,32,0,32
g007421,2fold,1368,237,69,0,0,31,0,32
g007422,4fold,1365,174,49,0,0,7,0,7
g007422,2fold,1365,233,76,0,0,7,0,7
g007423,4fold,1362,159,52,0,0,5,0,5
g007423,2fold,1362,242,74,0,0,5,0,5
g007435,4fold,1341,213,64,0,0,2,0,2
g007435,2fold,1341,172,52,0,0,2,0,2
g007438,4fold,1335,157,58,0.0689655172413793,0.0689655172413793,2,4,2
g007438,2fold,1335,204,64,0,0,2,0,2
g007441,4fold,1332,242,88,0,0,2,0,2
g007441,2fold,1332,165,47,0,0,2,0,2
g007442,4fold,1332,113,39,0.0341880341880342,0.0341880341880342,3,2,3
g007442,2fold,1332,261,85,0.0156862745098039,0.0156862745098039,3,2,3
g007444,4fold,1590,156,38,0,0,2,0,2
g007444,2fold,1590,301,86,0.0116279069767442,0.0116279069767442,2,1,2
g007447,4fold,1584,274,70,0,0,9,0,9
g007447,2fold,1584,175,47,0,0,9,0,9
g007449,4fold,1575,283,69,0.0628019323671498,0.0632411067193676,4,8,4
g007449,2fold,1575,181,55,0,0,4,0,4
g007457,4fold,1536,209,53,0.00754716981132075,0.00905660377358491,4,1,5
g007457,2fold,1536,250,83,0,0,4,0,5
g007459,4fold,1326,172,68,0,0,2,0,2
g007459,2fold,1326,194,50,0,0,2,0,2
g007460,4fold,1323,210,81,0,0,2,0,2
g007460,2fold,1323,180,64,0,0,2,0,2
g007463,4fold,1314,168,57,0,0,3,0,3
g007463,2fold,1314,212,75,0,0,3,0,3
g007464,4fold,1311,249,89,0.00561797752808989,0.00612870275791624,4,1,4
g007464,2fold,1311,128,46,0,0,4,0,4
g007466,4fold,1305,172,57,0,0,56,0,56
g007466,2fold,1305,204,69,0,0,56,0,56
g007467,4fold,1302,181,53,0.00628930817610063,0.00826332461093513,6,1,6
g007467,2fold,1302,182,61,0,0,6,0,6
g007469,4fold,1290,201,75,0,0,4,0,4
g007469,2fold,1290,182,72,0,0,4,0,4
g007470,4fold,1290,164,52,0.00961538461538462,0.0104895104895105,4,1,4
g007470,2fold,1290,218,64,0.0182291666666667,0.0170454545454545,4,2,4
g007471,4fold,1287,172,63,0,0,83,0,83
g007471,2fold,1287,210,63,0,0,83,0,83
g007472,4fold,1287,156,56,0.0214285714285714,0.0171428571428571,5,2,5
g007472,2fold,1287,222,62,0.00967741935483871,0.00774193548387097,5,1,5
g007473,4fold,1284,119,35,0,0,11,0,11
g007473,2fold,1284,253,87,0,0,11,0,11
g007475,4fold,1281,150,52,0,0,3,0,3
g007475,2fold,1281,205,75,0,0,3,0,3
g007476,4fold,1281,211,68,0.00735294117647059,0.00802139037433155,4,1,4
g007476,2fold,1281,171,60,0.00833333333333333,0.00909090909090909,4,1,4
g007477,4fold,1278,181,52,0.0102564102564103,0.00842223469960696,6,1,6
g007477,2fold,1278,203,68,0,0,6,0,6
g007478,4fold,1278,176,77,0,0,5,0,5
g007478,2fold,1278,179,60,0,0,5,0,5
g007480,4fold,1272,167,59,0,0,6,0,6
g007480,2fold,1272,175,69,0,0,6,0,6
g007481,4fold,1272,171,57,0,0,3,0,3
g007481,2fold,1272,176,64,0,0,3,0,3
g007483,4fold,1269,141,52,0,0,6,0,6
g007483,2fold,1269,244,82,0.00650406504065041,0.00534092932170198,6,1,6
g007486,4fold,1266,152,54,0.0185185185185185,0.0185185185185185,2,1,2
g007486,2fold,1266,205,76,0,0,2,0,2
g007488,4fold,1263,151,52,0.00961538461538462,0.0104895104895105,4,1,4
g007488,2fold,1263,220,78,0,0,4,0,4
g007490,4fold,1263,152,54,0.0185185185185185,0.0185185185185185,2,1,2
g007490,2fold,1263,214,72,0,0,2,0,2
g007491,4fold,1260,153,45,0.003001443001443,0.00483763565512303,56,1,56
g007491,2fold,1260,197,77,0,0,56,0,56
g007494,4fold,1260,172,69,0,0,2,0,2
g007494,2fold,1260,183,57,0.0175438596491228,0.0175438596491228,2,1,2
g007498,4fold,1254,187,71,0,0,3,0,3
g007498,2fold,1254,184,72,0,0,3,0,3
g007499,4fold,1251,192,63,0.00288600288600289,0.00541931987535564,11,1,11
g007499,2fold,1251,169,59,0,0,11,0,11
g007506,4fold,1509,196,62,0,0,5,0,5
g007506,2fold,1509,255,76,0.00526315789473684,0.00631578947368421,5,1,5
g007509,4fold,1503,198,61,0,0,2,0,2
g007509,2fold,1503,243,66,0.0151515151515152,0.0151515151515152,2,1,2
g007511,4fold,1491,221,64,0,0,2,0,2
g007511,2fold,1491,219,58,0,0,2,0,2
g007517,4fold,1146,142,55,0,0,9,0,9
g007517,2fold,1146,197,74,0,0,9,0,9
g007521,4fold,1143,235,74,0,0,3,0,3
g007521,2fold,1143,115,30,0,0,3,0,3
g007522,4fold,1143,182,66,0,0,3,0,3
g007522,2fold,1143,167,69,0,0,3,0,3
g007523,4fold,1140,168,66,0.00721500721500722,0.00465976463921388,15,1,15
g007523,2fold,1140,169,62,0,0,15,0,15
g007524,4fold,1140,176,57,0.152882205513785,0.107411385606874,7,15,7
g007524,2fold,1140,152,59,0.0484261501210654,0.0345901072293324,7,5,7
g007526,4fold,1140,177,68,0,0,2,0,2
g007526,2fold,1140,160,54,0,0,2,0,2
g007528,4fold,1134,175,70,0,0,26,0,26
g007528,2fold,1134,170,52,0,0,26,0,26
g007530,4fold,1134,120,53,0.0188679245283019,0.0188679245283019,2,1,2
g007530,2fold,1134,206,77,0,0,2,0,2
g007533,4fold,1131,119,46,0,0,2,0,2
g007533,2fold,1131,206,84,0,0,2,0,2
g007534,4fold,1128,146,50,0.0133333333333333,0.0133333333333333,3,1,3
g007534,2fold,1128,177,60,0,0,3,0,3
g007535,4fold,1128,132,50,0,0,2,0,2
g007535,2fold,1128,201,72,0,0,2,0,2
g007537,4fold,1122,125,46,0,0,5,0,5
g007537,2fold,1122,199,75,0,0,5,0,5
g007541,4fold,1116,181,66,0.018716577540107,0.0179269207107236,17,4,17
g007541,2fold,1116,133,55,0.00561497326203209,0.00537807621321708,17,1,17
g007543,4fold,1116,131,50,0.01,0.0109090909090909,4,1,4
g007543,2fold,1116,192,78,0,0,4,0,4
g007545,4fold,1113,89,30,0.0333333333333333,0.0333333333333333,2,1,2
g007545,2fold,1113,112,46,0.0217391304347826,0.0217391304347826,2,1,2
g007547,4fold,1110,110,49,0,0,4,0,4
g007547,2fold,1110,216,80,0,0,4,0,4
g007548,4fold,1110,204,73,0,0,2,0,2
g007548,2fold,1110,128,52,0,0,2,0,2
g007549,4fold,1110,134,51,0,0,6,0,6
g007549,2fold,1110,186,82,0,0,6,0,6
g007551,4fold,1248,191,59,0,0,2,0,2
g007551,2fold,1248,183,62,0,0,2,0,2
g007553,4fold,1248,133,40,0,0,2,0,2
g007553,2fold,1248,236,70,0.0142857142857143,0.0142857142857143,2,1,2
g007554,4fold,1245,142,43,0.0116279069767442,0.0126849894291755,4,1,4
g007554,2fold,1245,220,76,0,0,4,0,4
g007555,4fold,1242,157,45,0.0096969696969697,0.0075870478254979,11,1,11
g007555,2fold,1242,204,75,0.00242424242424243,0.00455222869529874,11,1,11
g007556,4fold,1239,188,64,0,0,4,0,4
g007556,2fold,1239,184,69,0.0072463768115942,0.00790513833992095,4,1,4
g007557,4fold,1239,212,74,0,0,6,0,6
g007557,2fold,1239,161,58,0,0,6,0,6
g007558,4fold,1239,166,61,0.040983606557377,0.0447093889716841,4,5,4
g007558,2fold,1239,203,64,0.0078125,0.00852272727272727,4,1,4
g007559,4fold,1236,162,56,0,0,4,0,4
g007559,2fold,1236,187,61,0,0,4,0,4
g007562,4fold,1236,202,71,0,0,4,0,4
g007562,2fold,1236,162,58,0.00862068965517241,0.00940438871473354,4,1,4
g007564,4fold,1230,181,71,0.0225352112676056,0.0270422535211268,5,4,5
g007564,2fold,1230,175,57,0.0140350877192982,0.0168421052631579,5,2,5
g007568,4fold,1230,141,46,0,0,2,0,2
g007568,2fold,1230,213,73,0,0,2,0,2
g007569,4fold,1227,184,65,0.0130806391675957,0.0350052264102451,46,10,46
g007569,2fold,1227,180,56,0.00455486542443064,0.0121893199107103,46,3,46
g007570,4fold,1227,152,47,0,0,4,0,4
g007570,2fold,1227,194,70,0,0,4,0,4
g007571,4fold,1227,103,33,0.0202020202020202,0.0202020202020202,3,1,3
g007571,2fold,1227,246,98,0.0680272108843537,0.0680272108843537,3,10,3
g007572,4fold,1224,184,63,0.0476190476190476,0.0476190476190476,2,3,2
g007572,2fold,1224,178,56,0.0535714285714286,0.0535714285714286,2,3,2
g007573,4fold,1224,189,69,0.00966183574879227,0.0126943827356395,6,2,6
g007573,2fold,1224,173,65,0.0153846153846154,0.0202133632790567,6,3,6
g007574,4fold,1224,145,55,0,0,2,0,2
g007574,2fold,1224,198,82,0,0,2,0,2
g007575,4fold,1224,162,57,0,0,3,0,3
g007575,2fold,1224,179,65,0,0,3,0,3
g007576,4fold,1224,162,56,0,0,2,0,2
g007576,2fold,1224,177,52,0,0,2,0,2
g007578,4fold,1221,212,82,0.00609756097560976,0.0242252385626551,32,8,32
g007578,2fold,1221,149,61,0.0102459016393443,0.0407063434864286,32,10,32
g007579,4fold,1221,204,60,0,0,5,0,5
g007579,2fold,1221,156,59,0,0,5,0,5
g007580,4fold,1218,208,73,0,0,54,0,54
g007580,2fold,1218,137,49,0,0,54,0,54
g007581,4fold,1218,134,46,0.0072463768115942,0.00952078705172961,6,1,6
g007581,2fold,1218,219,85,0,0,6,0,6
g007584,4fold,1215,188,74,0,0,54,0,54
g007584,2fold,1215,175,59,0.00123180423788035,0.00371943829647424,54,1,54
g007586,4fold,1179,119,51,0,0,6,0,6
g007586,2fold,1179,219,75,0,0,6,0,6
g007588,4fold,1176,121,42,0,0,5,0,5
g007588,2fold,1176,224,88,0,0,5,0,5
g007589,4fold,1176,164,62,0,0,2,0,2
g007589,2fold,1176,177,62,0,0,2,0,2
g007590,4fold,1173,180,67,0,0,11,0,11
g007590,2fold,1173,166,67,0.00651289009497965,0.00509577839025978,11,1,11
g007592,4fold,1203,158,60,0.0333333333333333,0.0333333333333333,2,2,2
g007592,2fold,1203,188,73,0.0273972602739726,0.0273972602739726,2,2,2
g007593,4fold,1170,145,49,0,0,2,0,2
g007593,2fold,1170,196,70,0,0,2,0,2
g007595,4fold,1167,139,50,0.024,0.0192,5,2,5
g007595,2fold,1167,184,67,0,0,5,0,5
g007596,4fold,1167,117,52,0.00769230769230769,0.00923076923076923,5,1,5
g007596,2fold,1167,222,67,0.00597014925373134,0.00716417910447761,5,1,5
g007598,4fold,1167,165,57,0,0,3,0,3
g007598,2fold,1167,173,56,0,0,3,0,3
g007599,4fold,1164,196,68,0,0,7,0,7
g007599,2fold,1164,150,57,0,0,7,0,7
g007600,4fold,1164,216,79,0,0,3,0,3
g007600,2fold,1164,146,58,0,0,3,0,3
g007601,4fold,1164,149,56,0,0,2,0,2
g007601,2fold,1164,195,64,0,0,2,0,2
g007603,4fold,1158,147,57,0.00682261208576998,0.00645503377365885,9,1,9
g007603,2fold,1158,199,80,0,0,9,0,9
g007606,4fold,1158,124,51,0,0,3,0,3
g007606,2fold,1158,208,89,0,0,3,0,3
g007607,4fold,1155,141,55,0,0,5,0,5
g007607,2fold,1155,200,75,0,0,5,0,5
g007609,4fold,1155,159,61,0,0,2,0,2
g007609,2fold,1155,186,80,0,0,2,0,2
g007614,4fold,1149,141,59,0.00308166409861325,0.00578673139232891,11,1,12
g007614,2fold,1149,182,74,0,0,11,0,12
g007615,4fold,1206,115,29,0,0,2,0,2
g007615,2fold,1206,224,64,0,0,2,0,2
g007617,4fold,1107,131,63,0.0211640211640212,0.0211640211640212,3,2,3
g007617,2fold,1107,192,70,0,0,3,0,3
g007618,4fold,1107,202,86,0.0116279069767442,0.0116279069767442,2,1,2
g007618,2fold,1107,134,59,0.0508474576271187,0.0508474576271187,2,3,2
g007619,4fold,1107,130,53,0,0,3,0,3
g007619,2fold,1107,184,70,0.00952380952380952,0.00952380952380952,3,1,3
g007622,4fold,1101,189,73,0.000507356671740233,0.00300612136290383,54,1,54
g007622,2fold,1101,143,56,0,0,54,0,54
g007624,4fold,1098,191,81,0.106995884773663,0.106995884773663,3,13,3
g007624,2fold,1098,128,54,0.0740740740740741,0.0740740740740741,3,6,3
g007625,4fold,1098,107,47,0,0,2,0,2
g007625,2fold,1098,208,76,0,0,2,0,2
g007626,4fold,1098,119,45,0,0,2,0,2
g007626,2fold,1098,202,80,0,0,2,0,2
g007627,4fold,1098,200,74,0,0,2,0,2
g007627,2fold,1098,134,52,0,0,2,0,2
g007628,4fold,1098,205,87,0.0114942528735632,0.0114942528735632,3,1,3
g007628,2fold,1098,131,63,0.0158730158730159,0.0158730158730159,3,1,3
g007630,4fold,1095,200,78,0,0,4,0,4
g007630,2fold,1095,134,61,0,0,4,0,4
g007635,4fold,1092,140,58,0,0,2,0,2
g007635,2fold,1092,198,74,0,0,2,0,2
g007636,4fold,1092,134,51,0,0,2,0,2
g007636,2fold,1092,188,72,0,0,2,0,2
g007638,4fold,1089,114,50,0,0,3,0,3
g007638,2fold,1089,211,93,0,0,3,0,3
g007639,4fold,1089,113,45,0.0444444444444444,0.0444444444444444,2,2,2
g007639,2fold,1089,210,80,0,0,2,0,2
g007640,4fold,1089,164,66,0.0707070707070707,0.0707070707070707,3,7,3
g007640,2fold,1089,154,69,0.0386473429951691,0.0386473429951691,3,4,3
g007643,4fold,1083,134,64,0,0,2,0,2
g007643,2fold,1083,169,65,0,0,2,0,2
g007645,4fold,1083,112,47,0,0,2,0,2
g007645,2fold,1083,192,78,0,0,2,0,2
g007650,4fold,1080,104,47,0,0,3,0,3
g007650,2fold,1080,196,72,0,0,3,0,3
g007651,4fold,1080,130,52,0,0,2,0,2
g007651,2fold,1080,189,81,0,0,2,0,2
g007654,4fold,1077,116,41,0,0,5,0,5
g007654,2fold,1077,198,79,0,0,5,0,5
g007658,4fold,1077,188,75,0,0,2,0,2
g007658,2fold,1077,137,56,0.0178571428571429,0.0178571428571429,2,1,2
g007659,4fold,1077,144,65,0.0769230769230769,0.0769230769230769,2,5,2
g007659,2fold,1077,105,35,0.0857142857142857,0.0857142857142857,2,3,2
